주문번호,주문일시,상품명,구매자성별,구매자나이,주문금액,평점,배송지
1503,2025-04-05 22:00:00,무선마우스,여,35,"85,000원",1.0,부산
1504,2025-05-12 11:00:00,스마트폰,여,37,"1,200,000원",4.0,부산
1505,2025-12-13 17:00:00,노트북,여,29,"1,200,000원",4.0,부산
1506,2025-06-08 22:00:00,무선마우스,여,42,"150,000원",3.0,서울
1507,2025-05-15 00:00:00,헤드셋,여,37,"35,000원",4.0,대전
1508,2025-12-09 11:00:00,무선마우스,남,28,"150,000원",4.0,광주
1509,2025-03-30 01:00:00,헤드셋,여,49,"35,000원",1.0,광주
1510,2025-07-01 12:00:00,무선마우스,여,32,"900,000원",5.0,부산
1511,2025-08-19 23:00:00,스마트폰,여,50,"1,200,000원",,부산
1512,2025-07-09 19:00:00,노트북,여,32,"150,000원",4.0,경기
1513,2025-10-22 06:00:00,스마트폰,여,51,"900,000원",3.0,대전
1514,2025-05-21 14:00:00,기계식키보드,여,36,"300,000원",,대구
1515,2025-09-25 22:00:00,헤드셋,남,22,"1,200,000원",5.0,대전
1516,2025-05-25 10:00:00,노트북,여,20,"35,000원",5.0,대전
1517,2025-05-09 09:00:00,스마트폰,여,24,"85,000원",4.0,대구
1518,2025-01-27 05:00:00,노트북,남,51,"300,000원",4.0,광주
1519,2025-01-12 05:00:00,기계식키보드,남,44,"300,000원",,광주
1520,2025-08-27 12:00:00,모니터,여,24,"900,000원",4.0,부산
1521,2025-09-03 17:00:00,헤드셋,여,56,"150,000원",5.0,광주
1522,2025-05-24 00:00:00,헤드셋,여,42,"85,000원",5.0,대구
1523,2025-09-19 12:00:00,무선마우스,남,31,"150,000원",5.0,대전
1524,2025-09-03 15:00:00,헤드셋,남,53,"900,000원",,부산
1525,2025-10-24 11:00:00,헤드셋,여,42,"300,000원",4.0,부산
1526,2025-10-05 08:00:00,스마트폰,여,35,"1,200,000원",4.0,서울
1527,2025-01-24 23:00:00,헤드셋,남,24,"300,000원",2.0,인천
1528,2025-10-20 21:00:00,헤드셋,남,47,"900,000원",5.0,대구
1529,2025-09-12 03:00:00,기계식키보드,남,25,"300,000원",4.0,부산
1530,2025-05-14 00:00:00,기계식키보드,남,32,"85,000원",1.0,대구
1531,2025-05-13 10:00:00,노트북,여,49,"300,000원",5.0,서울
1532,2025-09-10 04:00:00,노트북,남,45,"300,000원",5.0,대전
1533,2025-04-24 22:00:00,헤드셋,남,36,"300,000원",5.0,서울
1534,2025-09-12 20:00:00,헤드셋,여,28,"1,200,000원",5.0,부산
1535,2025-05-29 16:00:00,무선마우스,남,35,"35,000원",4.0,대구
1536,2025-04-02 19:00:00,노트북,여,37,"35,000원",3.0,대구
1537,2025-02-27 22:00:00,스마트폰,남,32,"150,000원",4.0,대구
1538,2025-03-14 14:00:00,헤드셋,여,48,"35,000원",1.0,서울
1539,2025-03-22 05:00:00,스마트폰,남,43,"35,000원",5.0,경기
1540,2025-01-26 19:00:00,헤드셋,여,32,"35,000원",4.0,경기
1541,2025-02-23 02:00:00,스마트폰,여,44,"300,000원",3.0,대구
1542,2025-02-09 20:00:00,모니터,남,20,"300,000원",5.0,대구
1543,2025-03-22 19:00:00,스마트폰,여,28,"85,000원",5.0,인천
1544,2025-06-14 17:00:00,노트북,여,23,"1,200,000원",,부산
1545,2025-02-10 08:00:00,헤드셋,남,47,"300,000원",5.0,서울
1546,2025-01-12 17:00:00,노트북,여,31,"300,000원",3.0,인천
1547,2025-09-18 22:00:00,스마트폰,여,43,"35,000원",5.0,대구
1548,2025-02-14 02:00:00,기계식키보드,남,28,"1,200,000원",5.0,광주
1549,2025-06-28 21:00:00,기계식키보드,남,54,"1,200,000원",,경기
1550,2025-08-04 18:00:00,기계식키보드,여,57,"35,000원",5.0,경기
1551,2025-10-18 20:00:00,헤드셋,여,54,"35,000원",4.0,인천
1552,2025-02-21 05:00:00,무선마우스,여,52,"1,200,000원",,경기
1553,2025-07-11 01:00:00,모니터,여,54,"900,000원",5.0,경기
1554,2025-12-19 19:00:00,스마트폰,여,39,"35,000원",1.0,광주
1555,2025-04-25 04:00:00,무선마우스,남,21,"35,000원",4.0,부산
1556,2025-04-06 09:00:00,기계식키보드,여,45,"1,200,000원",1.0,대구
1557,2025-02-21 15:00:00,스마트폰,남,32,"900,000원",5.0,대전
1558,2025-08-12 18:00:00,무선마우스,남,49,"85,000원",5.0,인천
1559,2025-01-06 05:00:00,노트북,남,51,"900,000원",3.0,광주
1560,2025-11-08 09:00:00,기계식키보드,남,55,"150,000원",5.0,서울
1561,2025-08-11 14:00:00,무선마우스,여,38,"900,000원",5.0,서울
1562,2025-11-03 07:00:00,헤드셋,여,41,"35,000원",3.0,광주
1563,2025-10-04 14:00:00,노트북,여,20,"300,000원",3.0,대구
1564,2025-10-01 18:00:00,기계식키보드,남,30,"1,200,000원",5.0,서울
1565,2025-05-16 09:00:00,모니터,남,45,"85,000원",4.0,광주
1566,2025-11-13 11:00:00,기계식키보드,여,38,"35,000원",5.0,경기
1567,2025-09-20 06:00:00,헤드셋,남,38,"85,000원",2.0,부산
1568,2025-09-29 23:00:00,모니터,여,31,"1,200,000원",4.0,인천
1569,2025-08-28 21:00:00,모니터,남,22,"85,000원",5.0,인천
1570,2025-03-24 01:00:00,모니터,남,37,"900,000원",5.0,경기
1571,2025-02-07 03:00:00,스마트폰,남,24,"1,200,000원",4.0,대전
1572,2025-07-06 06:00:00,스마트폰,남,43,"35,000원",,대구
1573,2025-10-26 23:00:00,모니터,남,33,"300,000원",4.0,부산
1574,2025-12-13 16:00:00,노트북,남,57,"35,000원",5.0,서울
1575,2025-10-11 20:00:00,모니터,남,22,"150,000원",5.0,대전
1576,2025-11-10 07:00:00,무선마우스,여,25,"1,200,000원",3.0,인천
1577,2025-07-12 04:00:00,모니터,여,31,"35,000원",5.0,인천
1578,2025-02-19 22:00:00,스마트폰,남,30,"900,000원",,대구
1579,2025-08-07 06:00:00,스마트폰,남,58,"900,000원",5.0,부산
1580,2025-09-11 17:00:00,무선마우스,여,45,"85,000원",5.0,광주
1581,2025-09-18 17:00:00,무선마우스,남,20,"35,000원",4.0,서울
1582,2025-11-18 01:00:00,기계식키보드,여,35,"85,000원",5.0,인천
1583,2025-06-04 23:00:00,노트북,여,28,"150,000원",,인천
1584,2025-01-13 14:00:00,노트북,여,24,"1,200,000원",5.0,서울
1585,2025-02-11 02:00:00,노트북,여,27,"150,000원",5.0,대전
1586,2025-07-05 00:00:00,헤드셋,여,40,"300,000원",3.0,부산
1587,2025-07-24 13:00:00,스마트폰,남,52,"85,000원",5.0,부산
1588,2025-05-09 00:00:00,노트북,남,58,"35,000원",1.0,부산
1589,2025-05-11 04:00:00,기계식키보드,여,39,"85,000원",5.0,인천
1590,2025-12-05 13:00:00,기계식키보드,남,41,"150,000원",4.0,광주
1591,2025-05-18 03:00:00,노트북,여,32,"300,000원",4.0,경기
1592,2025-06-18 01:00:00,무선마우스,남,58,"150,000원",5.0,대전
1593,2025-08-01 17:00:00,기계식키보드,남,30,"300,000원",5.0,인천
1594,2025-01-30 07:00:00,무선마우스,남,37,"900,000원",5.0,대구
1595,2025-12-05 21:00:00,스마트폰,남,49,"900,000원",4.0,대전
1596,2025-01-24 22:00:00,헤드셋,남,52,"35,000원",4.0,대구
1597,2025-08-26 16:00:00,기계식키보드,남,22,"150,000원",,광주
1598,2025-11-24 00:00:00,무선마우스,남,20,"900,000원",4.0,대전
1599,2025-08-06 00:00:00,노트북,남,55,"85,000원",5.0,인천
1600,2025-10-16 12:00:00,스마트폰,여,25,"1,200,000원",,인천
1601,2025-06-09 12:00:00,모니터,여,56,"85,000원",5.0,서울
1602,2025-05-15 14:00:00,모니터,남,48,"900,000원",4.0,부산
1603,2025-01-21 08:00:00,노트북,남,30,"900,000원",5.0,광주
1604,2025-10-24 10:00:00,스마트폰,남,32,"150,000원",5.0,서울
1605,2025-05-13 05:00:00,스마트폰,여,30,"300,000원",4.0,광주
1606,2025-03-11 11:00:00,스마트폰,남,57,"1,200,000원",3.0,대구
1607,2025-06-21 10:00:00,스마트폰,남,44,"1,200,000원",5.0,대구
1608,2025-05-29 01:00:00,모니터,여,34,"300,000원",2.0,경기
1609,2025-11-20 09:00:00,무선마우스,여,32,"150,000원",5.0,부산
1610,2025-02-11 16:00:00,스마트폰,여,52,"900,000원",5.0,부산
1611,2025-02-27 20:00:00,무선마우스,남,32,"300,000원",4.0,광주
1612,2025-08-16 02:00:00,스마트폰,여,57,"1,200,000원",3.0,대구
1613,2025-06-04 16:00:00,기계식키보드,남,43,"1,200,000원",5.0,서울
1614,2025-02-26 23:00:00,헤드셋,여,39,"900,000원",4.0,인천
1615,2025-12-08 05:00:00,기계식키보드,남,36,"900,000원",5.0,부산
1616,2025-01-19 22:00:00,헤드셋,남,43,"35,000원",1.0,인천
1617,2025-04-26 12:00:00,기계식키보드,남,45,"85,000원",2.0,대구
1618,2025-06-05 06:00:00,스마트폰,여,59,"300,000원",3.0,경기
1619,2025-10-29 08:00:00,무선마우스,남,51,"900,000원",3.0,대구
1620,2025-07-20 06:00:00,헤드셋,남,48,"35,000원",3.0,인천
1621,2025-04-02 06:00:00,모니터,남,33,"150,000원",5.0,대구
1622,2025-04-30 19:00:00,노트북,여,56,"1,200,000원",1.0,부산
1623,2025-08-22 00:00:00,헤드셋,남,41,"300,000원",1.0,광주
1624,2025-03-02 00:00:00,헤드셋,남,53,"85,000원",1.0,광주
1625,2025-09-10 11:00:00,모니터,남,46,"150,000원",5.0,인천
1626,2025-10-20 02:00:00,스마트폰,남,47,"300,000원",5.0,인천
1627,2025-10-24 13:00:00,기계식키보드,여,41,"300,000원",4.0,경기
1628,2025-05-05 13:00:00,기계식키보드,남,22,"900,000원",5.0,대전
1629,2025-09-17 12:00:00,무선마우스,여,41,"35,000원",5.0,부산
1630,2025-09-27 15:00:00,스마트폰,여,40,"300,000원",1.0,서울
1631,2025-04-30 07:00:00,모니터,남,35,"85,000원",5.0,대전
1632,2025-02-19 01:00:00,스마트폰,여,28,"150,000원",4.0,경기
1633,2025-07-18 08:00:00,스마트폰,여,32,"85,000원",4.0,부산
1634,2025-01-01 11:00:00,기계식키보드,여,29,"300,000원",5.0,광주
1635,2025-08-07 20:00:00,모니터,남,40,"85,000원",3.0,서울
1636,2025-07-03 07:00:00,노트북,여,59,"85,000원",1.0,대전
1637,2025-12-10 02:00:00,헤드셋,여,26,"35,000원",,광주
1638,2025-08-15 21:00:00,기계식키보드,남,41,"1,200,000원",5.0,인천
1639,2025-10-01 18:00:00,모니터,남,37,"300,000원",4.0,광주
1640,2025-12-09 04:00:00,무선마우스,여,40,"150,000원",5.0,대전
1641,2025-01-17 22:00:00,헤드셋,여,33,"1,200,000원",1.0,경기
1642,2025-07-04 15:00:00,헤드셋,여,29,"85,000원",4.0,인천
1643,2025-08-07 11:00:00,기계식키보드,남,52,"1,200,000원",3.0,인천
1644,2025-09-30 14:00:00,무선마우스,여,28,"900,000원",5.0,대전
1645,2025-10-17 00:00:00,기계식키보드,남,37,"900,000원",4.0,인천
1646,2025-06-22 18:00:00,스마트폰,여,32,"300,000원",5.0,부산
1647,2025-01-06 20:00:00,모니터,여,36,"150,000원",1.0,서울
1648,2025-07-23 10:00:00,무선마우스,남,42,"900,000원",5.0,부산
1649,2025-09-08 12:00:00,헤드셋,여,44,"85,000원",4.0,인천
1650,2025-02-10 03:00:00,기계식키보드,남,35,"35,000원",3.0,대전
1651,2025-10-25 23:00:00,헤드셋,여,43,"35,000원",5.0,경기
1652,2025-12-23 20:00:00,무선마우스,남,50,"85,000원",4.0,광주
1653,2025-05-31 10:00:00,헤드셋,남,30,"1,200,000원",5.0,대전
1654,2025-10-15 06:00:00,기계식키보드,여,42,"85,000원",1.0,인천
1655,2025-11-01 15:00:00,기계식키보드,남,58,"1,200,000원",5.0,서울
1656,2025-01-05 09:00:00,노트북,여,41,"1,200,000원",4.0,부산
1657,2025-08-19 19:00:00,헤드셋,남,52,"35,000원",5.0,서울
1658,2025-10-10 19:00:00,노트북,남,37,"900,000원",5.0,부산
1659,2025-03-31 01:00:00,노트북,남,33,"85,000원",3.0,광주
1660,2025-07-05 05:00:00,헤드셋,여,47,"900,000원",4.0,대전
1661,2025-05-28 02:00:00,무선마우스,남,30,"300,000원",5.0,서울
1662,2025-02-23 14:00:00,스마트폰,남,43,"150,000원",4.0,서울
1663,2025-10-21 20:00:00,기계식키보드,남,55,"35,000원",5.0,부산
1664,2025-06-02 06:00:00,모니터,여,38,"1,200,000원",4.0,대전
1665,2025-10-23 22:00:00,노트북,여,32,"150,000원",4.0,부산
1666,2025-04-09 07:00:00,무선마우스,남,52,"1,200,000원",2.0,부산
1667,2025-12-04 17:00:00,헤드셋,남,38,"150,000원",3.0,대구
1668,2025-12-26 20:00:00,무선마우스,여,51,"150,000원",4.0,광주
1669,2025-09-26 09:00:00,무선마우스,남,34,"900,000원",1.0,서울
1670,2025-07-30 07:00:00,헤드셋,남,30,"300,000원",3.0,대구
1671,2025-12-09 19:00:00,모니터,남,42,"300,000원",4.0,대구
1672,2025-08-05 19:00:00,헤드셋,남,24,"1,200,000원",4.0,인천
1673,2025-03-16 22:00:00,모니터,남,41,"35,000원",3.0,대전
1674,2025-08-09 11:00:00,헤드셋,남,37,"300,000원",2.0,대구
1675,2025-08-17 23:00:00,노트북,여,26,"35,000원",4.0,대구
1676,2025-09-19 20:00:00,모니터,남,52,"1,200,000원",5.0,부산
1677,2025-10-31 13:00:00,노트북,남,22,"35,000원",5.0,부산
1678,2025-02-24 04:00:00,모니터,여,47,"150,000원",,경기
1679,2025-10-14 05:00:00,모니터,여,20,"150,000원",3.0,광주
1680,2025-05-10 01:00:00,헤드셋,여,56,"1,200,000원",4.0,대전
1681,2025-07-12 08:00:00,모니터,여,41,"35,000원",4.0,서울
1682,2025-01-01 09:00:00,노트북,남,38,"35,000원",1.0,광주
1683,2025-08-28 16:00:00,헤드셋,여,33,"1,200,000원",,대구
1684,2025-09-20 07:00:00,기계식키보드,남,22,"300,000원",4.0,대구
1685,2025-07-20 15:00:00,노트북,여,38,"900,000원",4.0,서울
1686,2025-02-14 16:00:00,기계식키보드,여,52,"300,000원",3.0,광주
1687,2025-05-15 09:00:00,무선마우스,여,40,"85,000원",5.0,부산
1688,2025-02-24 20:00:00,헤드셋,남,20,"900,000원",5.0,부산
1689,2025-08-26 11:00:00,무선마우스,여,45,"35,000원",4.0,서울
1690,2025-10-11 15:00:00,헤드셋,여,29,"900,000원",5.0,대전
1691,2025-10-06 02:00:00,헤드셋,여,54,"900,000원",,서울
1692,2025-06-03 11:00:00,노트북,남,32,"35,000원",1.0,부산
1693,2025-10-29 03:00:00,기계식키보드,남,25,"150,000원",3.0,대전
1694,2025-05-17 09:00:00,헤드셋,여,25,"900,000원",1.0,서울
1695,2025-10-19 16:00:00,기계식키보드,남,54,"1,200,000원",5.0,대전
1696,2025-01-07 01:00:00,헤드셋,여,35,"300,000원",4.0,광주
1697,2025-07-28 18:00:00,기계식키보드,남,27,"35,000원",5.0,부산
1698,2025-05-07 16:00:00,무선마우스,여,22,"35,000원",4.0,서울
1699,2025-01-21 02:00:00,노트북,남,24,"900,000원",5.0,부산
1700,2025-05-13 11:00:00,헤드셋,여,40,"150,000원",5.0,경기
1701,2025-02-22 01:00:00,스마트폰,남,50,"150,000원",5.0,부산
1702,2025-01-27 06:00:00,기계식키보드,남,33,"300,000원",4.0,부산
1703,2025-04-29 20:00:00,기계식키보드,여,56,"300,000원",,대구
1704,2025-02-11 03:00:00,스마트폰,여,38,"150,000원",5.0,광주
1705,2025-11-14 14:00:00,노트북,남,56,"85,000원",5.0,대전
1706,2025-11-02 07:00:00,기계식키보드,여,39,"150,000원",4.0,부산
1707,2025-02-15 20:00:00,노트북,여,21,"150,000원",,서울
1708,2025-10-05 04:00:00,기계식키보드,여,26,"900,000원",4.0,인천
1709,2025-12-26 16:00:00,모니터,여,52,"1,200,000원",5.0,서울
1710,2025-11-06 05:00:00,기계식키보드,남,25,"300,000원",4.0,대구
1711,2025-07-29 00:00:00,모니터,여,26,"85,000원",5.0,서울
1712,2025-02-02 01:00:00,헤드셋,남,37,"85,000원",,경기
1713,2025-02-25 23:00:00,노트북,남,48,"35,000원",4.0,인천
1714,2025-07-01 14:00:00,기계식키보드,여,38,"150,000원",5.0,인천
1715,2025-10-10 12:00:00,무선마우스,여,44,"150,000원",4.0,대전
1716,2025-10-03 02:00:00,무선마우스,남,23,"1,200,000원",2.0,광주
1717,2025-04-08 21:00:00,스마트폰,여,32,"150,000원",5.0,대구
1718,2025-08-26 11:00:00,무선마우스,여,51,"300,000원",3.0,광주
1719,2025-02-21 17:00:00,모니터,남,46,"85,000원",4.0,인천
1720,2025-02-16 21:00:00,무선마우스,남,53,"150,000원",4.0,부산
1721,2025-10-09 20:00:00,무선마우스,남,47,"1,200,000원",3.0,대구
1722,2025-08-01 13:00:00,무선마우스,여,28,"900,000원",5.0,광주
1723,2025-11-23 19:00:00,기계식키보드,여,27,"300,000원",3.0,경기
1724,2025-01-04 00:00:00,스마트폰,남,40,"900,000원",5.0,인천
1725,2025-08-17 00:00:00,노트북,남,49,"35,000원",4.0,인천
1726,2025-08-05 05:00:00,스마트폰,여,48,"1,200,000원",4.0,대구
1727,2025-04-14 00:00:00,모니터,여,28,"35,000원",4.0,인천
1728,2025-01-30 11:00:00,기계식키보드,여,32,"35,000원",3.0,대전
1729,2025-03-17 04:00:00,헤드셋,남,37,"85,000원",4.0,인천
1730,2025-10-07 08:00:00,기계식키보드,여,57,"35,000원",2.0,경기
1731,2025-06-04 17:00:00,무선마우스,여,41,"35,000원",4.0,경기
1732,2025-07-30 11:00:00,무선마우스,남,50,"1,200,000원",4.0,대구
1733,2025-04-14 03:00:00,모니터,여,54,"900,000원",4.0,인천
1734,2025-05-31 10:00:00,헤드셋,남,29,"150,000원",5.0,광주
1735,2025-06-27 07:00:00,기계식키보드,여,28,"35,000원",5.0,대전
1736,2025-11-05 05:00:00,헤드셋,남,50,"85,000원",4.0,서울
1737,2025-03-14 07:00:00,노트북,남,59,"150,000원",4.0,대구
1738,2025-12-11 02:00:00,스마트폰,남,43,"85,000원",4.0,광주
1739,2025-11-29 11:00:00,기계식키보드,여,27,"150,000원",5.0,경기
1740,2025-04-12 04:00:00,헤드셋,여,39,"35,000원",5.0,서울
1741,2025-11-06 10:00:00,노트북,여,36,"300,000원",1.0,광주
1742,2025-12-22 13:00:00,노트북,여,47,"150,000원",4.0,광주
1743,2025-08-07 17:00:00,스마트폰,남,25,"300,000원",,인천
1744,2025-08-09 11:00:00,노트북,여,52,"900,000원",4.0,대전
1745,2025-04-28 09:00:00,모니터,여,47,"150,000원",4.0,대구
1746,2025-06-11 10:00:00,노트북,남,20,"1,200,000원",4.0,대구
1747,2025-06-25 11:00:00,헤드셋,남,54,"85,000원",4.0,경기
1748,2025-01-28 13:00:00,모니터,남,43,"900,000원",3.0,부산
1749,2025-05-21 14:00:00,노트북,남,25,"900,000원",4.0,부산
1750,2025-01-09 15:00:00,무선마우스,여,26,"300,000원",5.0,부산
1751,2025-04-22 01:00:00,노트북,남,28,"35,000원",3.0,대구
1752,2025-04-14 21:00:00,모니터,여,56,"85,000원",,대전
1753,2025-10-11 21:00:00,노트북,여,35,"1,200,000원",4.0,대전
1754,2025-01-27 08:00:00,노트북,남,53,"1,200,000원",5.0,경기
1755,2025-05-09 11:00:00,노트북,남,54,"300,000원",4.0,경기
1756,2025-06-04 23:00:00,모니터,남,54,"300,000원",4.0,부산
1757,2025-10-24 19:00:00,노트북,남,39,"900,000원",,서울
1758,2025-03-11 23:00:00,스마트폰,남,42,"300,000원",2.0,부산
1759,2025-01-10 20:00:00,헤드셋,여,54,"35,000원",5.0,대구
1760,2025-11-07 06:00:00,스마트폰,남,42,"900,000원",5.0,서울
1761,2025-07-05 03:00:00,모니터,여,23,"900,000원",5.0,경기
1762,2025-10-10 02:00:00,무선마우스,남,29,"900,000원",2.0,인천
1763,2025-09-12 03:00:00,스마트폰,여,30,"1,200,000원",5.0,광주
1764,2025-12-23 11:00:00,헤드셋,여,59,"85,000원",3.0,서울
1765,2025-04-09 16:00:00,기계식키보드,여,28,"85,000원",,대전
1766,2025-01-12 21:00:00,헤드셋,남,59,"1,200,000원",5.0,경기
1767,2025-01-07 04:00:00,스마트폰,남,31,"900,000원",4.0,서울
1768,2025-06-18 05:00:00,기계식키보드,남,36,"35,000원",,부산
1769,2025-09-30 21:00:00,모니터,여,51,"150,000원",3.0,서울
1770,2025-10-24 17:00:00,헤드셋,여,42,"900,000원",,서울
1771,2025-07-23 23:00:00,무선마우스,남,34,"300,000원",5.0,서울
1772,2025-08-09 00:00:00,기계식키보드,남,47,"85,000원",2.0,대구
1773,2025-02-12 04:00:00,기계식키보드,여,57,"150,000원",5.0,광주
1774,2025-04-27 01:00:00,헤드셋,여,24,"1,200,000원",5.0,대구
1775,2025-06-05 05:00:00,스마트폰,남,59,"1,200,000원",5.0,광주
1776,2025-07-10 16:00:00,기계식키보드,남,37,"150,000원",4.0,부산
1777,2025-08-29 22:00:00,모니터,남,40,"85,000원",4.0,인천
1778,2025-09-18 17:00:00,헤드셋,여,34,"85,000원",4.0,대구
1779,2025-04-11 08:00:00,모니터,여,22,"300,000원",,인천
1780,2025-01-15 04:00:00,헤드셋,남,45,"1,200,000원",4.0,대구
1781,2025-04-28 09:00:00,모니터,남,34,"1,200,000원",,경기
1782,2025-04-15 00:00:00,스마트폰,남,39,"900,000원",4.0,경기
1783,2025-09-06 10:00:00,헤드셋,남,40,"35,000원",4.0,서울
1784,2025-08-09 19:00:00,무선마우스,남,45,"300,000원",1.0,인천
1785,2025-11-12 14:00:00,스마트폰,여,42,"900,000원",,서울
1786,2025-03-12 09:00:00,모니터,남,44,"35,000원",3.0,광주
1787,2025-05-17 03:00:00,헤드셋,여,23,"1,200,000원",4.0,서울
1788,2025-07-03 14:00:00,스마트폰,여,29,"35,000원",5.0,대구
1789,2025-12-19 05:00:00,모니터,여,41,"1,200,000원",5.0,대구
1790,2025-03-02 02:00:00,노트북,여,22,"85,000원",5.0,서울
1791,2025-12-25 05:00:00,노트북,여,38,"900,000원",,광주
1792,2025-07-04 21:00:00,기계식키보드,여,50,"1,200,000원",,대구
1793,2025-08-15 11:00:00,무선마우스,여,28,"35,000원",5.0,광주
1794,2025-12-18 11:00:00,노트북,여,48,"900,000원",5.0,경기
1795,2025-06-21 03:00:00,모니터,남,56,"35,000원",5.0,경기
1796,2025-01-24 08:00:00,스마트폰,남,26,"35,000원",1.0,인천
